Student	Date	Year	Month1	Month	Lake	Fraction	group	Replica	t0	Rate_ori	Rate_mol	Rate_C_mg	Rate_C_mg_ave	mg C		Rate.DOC	Modelled	Rate.DOC.ave	Rate.DOC.stdev		Rate.DOC.RSD	Rel.rate.DOC	DOC	pH	Cond	Temp-Cond	Hg	MeHg	Abs204	Abs220	Abs254	Abs285	Abs365	Abs400	Abs600	sUVa	sVISa	SAR	E2_E3	Lability	HI	Hg.DOC	MeHg.DOC	HI_C
Sarah	07.06.2019	2019	June	June_19	Outlet	LMW	Outlet LMW	1		-1.01087	-1.01E-06	-0.01213044	-0.007949487			-0.002348585		-0.001539	0.00055		-36	36	5.165	5.75	3.68		1.213	0.036			0.154	0.106	0.03	0.015	0.002	2.98160697	2.904162633	10.26666667	5.133333333	2.052274927		0.234849952	0.00696999	
Sarah	07.06.2019	2019	June	June_19	Outlet	LMW		2		-0.577443	-5.77E-07	-0.006929316				-0.001341591							5.165																					
Sarah	07.06.2019	2019	June	June_19	Outlet	LMW		3		-0.482165	-4.82E-07	-0.00578598				-0.001120228							5.165																					
Sarah	07.06.2019	2019	June	June_19	Outlet	LMW		4		-0.579351	-5.79E-07	-0.006952212				-0.001346024							5.165																					
Sarah	07.06.2019	2019	June	June_19	Outlet	HMW	Outlet HMW	1		-0.459014	-4.59E-07	-0.005508168	-0.006392193			-0.000535814		-0.000622	0.000075		-12	15	10.28	5.33	6.09		3.41	0.084			0.465	0.335	0.107	0.06	0.009	4.523346304	5.836575875	7.75	4.345794393	3.258754864		0.331712062	0.008171206	
Sarah	07.06.2019	2019	June	June_19	Outlet	HMW		2		-0.591962	-5.92E-07	-0.007103544				-0.000691006							10.28																					
Sarah	07.06.2019	2019	June	June_19	Outlet	HMW		3		-0.580955	-5.81E-07	-0.00697146				-0.000678158							10.28																					
Sarah	07.06.2019	2019	June	June_19	Outlet	HMW		4		-0.4988	-4.99E-07	-0.0059856				-0.000582257							10.28																					
Sarah		2019	June	June_19	Hypolimnion	Bulk	Hypo bulk	1		-0.914632	-9.15E-07	-0.010975584	-0.010058226			-0.001197816		-0.001098	0.000207		-19		9.2	4.95	5.48		3.365	0.105			0.421	0.304	0.099	0.055	0.007	4.594565099	6.00240096	7.654545455	4.252525253	3.317690713		0.36576087	0.011413043	
Sarah		2019	June	June_19	Hypolimnion	Bulk		2		-0.737894	-7.38E-07	-0.008854728				-0.000966357							9.2																					
Sarah		2019	June	June_19	Hypolimnion	Bulk		3		-0.679216	-6.79E-07	-0.008150592				-0.000889511							9.2																					
Sarah		2019	June	June_19	Hypolimnion	Bulk		4		-1.021	-0.000001021	-0.012252				-0.001337117							9.2																					
Sarah	07.06.2019	2019	June	June_19	Hypolimnion	LMW	Hypo LMW	1		-0.80387	-8.04E-07	-0.00964644	-0.011047476			-0.002995789		-0.003431	0.000732		-21	80	3.22	5.32	3.32		0.59	0.015			0.089	0.061	0.017	0.009	0.002	2.763975155	2.795031056	9.888888889	5.235294118	1.894409938		0.183229814	0.004658385	
Sarah	07.06.2019	2019	June	June_19	Hypolimnion	LMW		2		-0.790421	-7.90E-07	-0.009485052				-0.002945668							3.22																					
Sarah	07.06.2019	2019	June	June_19	Hypolimnion	LMW		3		-0.878619	-8.79E-07	-0.010543428				-0.003274357							3.22																					
Sarah	07.06.2019	2019	June	June_19	Hypolimnion	LMW		4		-1.209582	-1.21E-06	-0.014514984				-0.004507759							3.22																					
Sarah	07.06.2019	2019	June	June_19	Hypolimnion	HMW	Hypo HMW	1		-0.608063	-6.08E-07	-0.007296756	-0.009312102			-0.000708423		-0.000904	0.000148		-16	21	10.3	4.97	6.4		4.125	0.118			0.483	0.35	0.115	0.064	0.009	4.689320388	6.213592233	7.546875	4.2	3.398058252		0.400485437	0.011456311	
Sarah	07.06.2019	2019	June	June_19	Hypolimnion	HMW		2		-0.911935	-9.12E-07	-0.01094322				-0.001062449							10.3																					
Sarah	07.06.2019	2019	June	June_19	Hypolimnion	HMW		3		-0.766293	-7.66E-07	-0.009195516				-0.000892769							10.3																					
Sarah	07.06.2019	2019	June	June_19	Hypolimnion	HMW		4		-0.817743	-8.18E-07	-0.009812916				-0.00095271							10.3																					
