"","Station.ID","Station.Code","Station","Date","TOC_m","THg_m","MeHg_m","X254nm","X285nm","X365nm","X400nm","THg_s","MeHg_s","DOC_s","X254nm_s","X285nm_s","X365nm_s","X400nm_s","labile_m","labile_s","sUVa_m","sUVa_s","sVISa_m","sVISa_s","SAR_m","E2_E3_m","E2_E3_s","THGTOC_m","THGDOC_s","MeHGTOC_m","MeHGDOC_s","MeHg_rel_m","Year","month_day"
"260",14970,"LAE03","Inlet",2019-04-01,13.6,3.3,0.02,0.543412,0.396344,0.14652,0.06792,NA,NA,NA,NA,NA,NA,NA,2.91429411764706,NA,3.99567647058824,NA,4.99411764705882,NA,8000.765606596,3.70879060879061,NA,0.242647058823529,NA,0.00147058823529412,NA,0.606060606060606,"2019",2024-04-01
"261",14970,"LAE03","Inlet",2019-04-29,7.5,2.9,0.02,0.3508716,0.2567196,0.097684,0.047368,NA,NA,NA,NA,NA,NA,NA,3.422928,NA,4.678288,NA,6.31573333333333,NA,7407.35517649046,3.59190450841489,NA,0.386666666666667,NA,0.00266666666666667,NA,0.689655172413793,"2019",2024-04-29
"262",14970,"LAE03","Inlet",2019-05-21,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2024-05-21
"263",14970,"LAE03","Inlet",2019-05-26,12.8,4,0.08,0.59448,0.436352,0.165464,0.078724,NA,NA,NA,NA,NA,NA,NA,3.409,NA,4.644375,NA,6.1503125,NA,7551.44555662822,3.59280568582894,NA,0.3125,NA,0.00625,NA,2,"2019",2024-05-26
"264",14970,"LAE03","Inlet",2019-06-07,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2024-06-07
"265",14970,"LAE03","Inlet",2019-06-30,15.3,3.8,0.09,0.718364,0.511692,0.183856,0.079064,NA,NA,NA,NA,NA,NA,NA,3.34439215686275,NA,4.69518954248366,NA,5.1675816993464,NA,9085.85449762218,3.90720999042729,NA,0.248366013071895,NA,0.00588235294117647,NA,2.36842105263158,"2019",2024-06-30
"266",14970,"LAE03","Inlet",2019-07-24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2024-07-24
"267",14970,"LAE03","Inlet",2019-07-28,19.4,3.5,0.1,0.757596,0.550296,0.2025844,0.094032,NA,NA,NA,NA,NA,NA,NA,2.83657731958763,NA,3.90513402061856,NA,4.84701030927835,NA,8056.78917815212,3.73965616306093,NA,0.180412371134021,NA,0.00515463917525773,NA,2.85714285714286,"2019",2024-07-28
"268",14970,"LAE03","Inlet",2019-08-25,19.3,3.4,0.04,0.82802,0.6025724,0.223356,0.10358,NA,NA,NA,NA,NA,NA,NA,3.12213678756477,NA,4.29025906735751,NA,5.36683937823834,NA,7994.01428847268,3.70717598810867,NA,0.176165803108808,NA,0.00207253886010363,NA,1.17647058823529,"2019",2024-08-25
"269",14970,"LAE03","Inlet",2019-09-29,19.8,4.4,0.07,0.81262,0.5935564,0.22038,0.103232,NA,NA,NA,NA,NA,NA,NA,2.9977595959596,NA,4.10414141414141,NA,5.21373737373737,NA,7871.78394296342,3.68735819947364,NA,0.222222222222222,NA,0.00353535353535354,NA,1.59090909090909,"2019",2024-09-29
"270",14970,"LAE03","Inlet",2019-10-27,15.3,3.2,0.06,0.651668,0.473952,0.175864,0.08258,NA,NA,NA,NA,NA,NA,NA,3.09772549019608,NA,4.25926797385621,NA,5.39738562091503,NA,7891.35383870187,3.70552244916526,NA,0.209150326797386,NA,0.00392156862745098,NA,1.875,"2019",2024-10-27
"271",14970,"LAE03","Inlet",2019-11-25,12.8,2.6,0.05,0.529424,0.386648,0.144396,0.067432,NA,NA,NA,NA,NA,NA,NA,3.0206875,NA,4.136125,NA,5.268125,NA,7851.22790366591,3.66647275547799,NA,0.203125,NA,0.00390625,NA,1.92307692307692,"2019",2024-11-25
"272",14970,"LAE03","Inlet",2019-12-28,11.8,2.3,0.08,0.526112,0.385296,0.144208,0.067832,NA,NA,NA,NA,NA,NA,NA,3.26522033898305,NA,4.45857627118644,NA,5.74847457627119,NA,7756.10331407006,3.64828580938644,NA,0.194915254237288,NA,0.00677966101694915,NA,3.47826086956522,"2019",2024-12-28
"273",NA,"","Inlet",2016-09-15,NA,NA,NA,NA,NA,NA,NA,2.85,0.13,15.47,0.675,1.175,0.16,0.088,NA,7.59534583063995,NA,4.36328377504848,NA,5.68842921784098,NA,NA,4.21875,NA,0.184227537168714,NA,0.00840336134453781,NA,"2016",2024-09-15
"274",NA,"","Inlet",2017-01-25,NA,NA,NA,NA,NA,NA,NA,1.53,0.13,10.22,0.749,1.289,0.177,0.097,NA,12.6125244618395,NA,7.32876712328767,NA,9.49119373776908,NA,NA,4.2316384180791,NA,0.149706457925636,NA,0.012720156555773,NA,"2017",2024-01-25
"275",NA,"","Inlet",2017-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.723,NA,0.169,0.091,NA,NA,NA,4.01666666666667,NA,5.05555555555556,NA,NA,4.27810650887574,NA,NA,NA,NA,NA,"2017",2024-09-22
"276",NA,"","Inlet",2017-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.615,NA,0.143,0.077,NA,NA,NA,3.84375,NA,4.8125,NA,NA,4.3006993006993,NA,NA,NA,NA,NA,"2017",2024-04-01
"277",NA,"","Inlet",2017-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,0.743,NA,0.176,0.095,NA,NA,NA,6.62210338680927,NA,8.46702317290553,NA,NA,4.22159090909091,NA,NA,NA,NA,NA,"2017",2024-06-06
"278",NA,"","Inlet",2018-05-29,NA,NA,NA,NA,NA,NA,NA,3,NA,11.41,0.561,0.410666667,0.128,0.079,NA,3.59918200701139,NA,4.91673970201578,NA,6.92375109553024,NA,NA,4.3828125,NA,0.262927256792287,NA,NA,NA,"2018",2024-05-29
"279",NA,"","Inlet",2018-09-20,NA,NA,NA,NA,NA,NA,NA,4.5,NA,18,0.731,0.529,0.159,0.082,NA,2.93888888888889,NA,4.06111111111111,NA,4.55555555555556,NA,NA,4.59748427672956,NA,0.25,NA,NA,NA,"2018",2024-09-20
"280",NA,"","Inlet",2018-10-17,NA,NA,NA,NA,NA,NA,NA,3.4,NA,15.4,0.707,0.515,0.162,0.087,NA,3.34415584415584,NA,4.59090909090909,NA,5.64935064935065,NA,NA,4.3641975308642,NA,0.220779220779221,NA,NA,NA,"2018",2024-10-17
"281",NA,"","Inlet",2019-05-21,NA,NA,NA,NA,NA,NA,NA,3.817,0.052,12.57,0.601,0.443,0.142,0.077,NA,3.52426412092283,NA,4.78122513922037,NA,6.12569610182975,NA,NA,4.23239436619718,NA,0.303659506762132,NA,0.00413683373110581,NA,"2019",2024-05-21
"282",NA,"","Inlet",2019-06-07,NA,NA,NA,NA,NA,NA,NA,5.693,0.069,16.2,0.734,0.54,0.17,0.091,NA,3.33333333333333,NA,4.53086419753086,NA,5.61728395061728,NA,NA,4.31764705882353,NA,0.35141975308642,NA,0.00425925925925926,NA,"2019",2024-06-07
